Logger firmware: Prestolog 0.1 detected.
41747 46205 #GYRO TIME RAWRATE
41748 46770 #GYRO TIME RAWRATE
41749 46738 #GYRO TIME RAWRATE
41750 46779 #GYRO TIME RAWRATE
41751 46073 #GYRO TIME RAWRATE
41752 45991 #GYRO TIME RAWRATE
41753 45914 #GYRO TIME RAWRATE
41754 45617 #GYRO TIME RAWRATE
41755 46559 #GYRO TIME RAWRATE
41756 46428 #GYRO TIME RAWRATE
41757 46440 #GYRO TIME RAWRATE
41758 44899 #GYRO TIME RAWRATE
41759 46146 #GYRO TIME RAWRATE
41760 46074 #GYRO TIME RAWRATE
41761 46355 #GYRO TIME RAWRATE
41762 46037 #GYRO TIME RAWRATE
41763 46314 #GYRO TIME RAWRATE
41764 45914 #GYRO TIME RAWRATE
41765 46508 #GYRO TIME RAWRATE
41766 44790 #GYRO TIME RAWRATE
41767 46706 #GYRO TIME RAWRATE
41768 46359 #GYRO TIME RAWRATE
41769 45312 #GYRO TIME RAWRATE
41770 46074 #GYRO TIME RAWRATE
41771 45908 #GYRO TIME RAWRATE
41772 45894 #GYRO TIME RAWRATE
41773 46396 #GYRO TIME RAWRATE
41774 45815 #GYRO TIME RAWRATE
41775 46441 #GYRO TIME RAWRATE
41776 46017 #GYRO TIME RAWRATE
41777 46314 #GYRO TIME RAWRATE
41778 45754 #GYRO TIME RAWRATE
41779 46136 #GYRO TIME RAWRATE
41780 46091 #GYRO TIME RAWRATE
41781 46045 #GYRO TIME RAWRATE
41782 46618 #GYRO TIME RAWRATE
41783 47763 #GYRO TIME RAWRATE
41784 45203 #GYRO TIME RAWRATE
41785 44739 #GYRO TIME RAWRATE
41786 45401 #GYRO TIME RAWRATE
41787 45932 #GYRO TIME RAWRATE
41788 46792 #GYRO TIME RAWRATE
41789 46393 #GYRO TIME RAWRATE
41790 46514 #GYRO TIME RAWRATE
41791 46708 #GYRO TIME RAWRATE
41792 46329 #GYRO TIME RAWRATE
41793 45977 #GYRO TIME RAWRATE
41794 45720 #GYRO TIME RAWRATE
41795 45168 #GYRO TIME RAWRATE
41796 45227 #GYRO TIME RAWRATE
41797 46035 #GYRO TIME RAWRATE
41798 44665 #GYRO TIME RAWRATE
41799 46636 #GYRO TIME RAWRATE
41800 45912 #GYRO TIME RAWRATE
41801 46169 #GYRO TIME RAWRATE
41802 46429 #GYRO TIME RAWRATE
41803 46788 #GYRO TIME RAWRATE
41804 46895 #GYRO TIME RAWRATE
41805 46515 #GYRO TIME RAWRATE
41806 46464 #GYRO TIME RAWRATE
41807 45745 #GYRO TIME RAWRATE
41808 45917 #GYRO TIME RAWRATE
41809 46526 #GYRO TIME RAWRATE
41810 46333 #GYRO TIME RAWRATE
41811 47433 #GYRO TIME RAWRATE
41812 45601 #GYRO TIME RAWRATE
41813 45890 #GYRO TIME RAWRATE
41814 46874 #GYRO TIME RAWRATE
41815 45846 #GYRO TIME RAWRATE
41816 46647 #GYRO TIME RAWRATE
41817 46259 #GYRO TIME RAWRATE
41818 46232 #GYRO TIME RAWRATE
41819 46334 #GYRO TIME RAWRATE
41820 45857 #GYRO TIME RAWRATE
41821 45665 #GYRO TIME RAWRATE
41822 46997 #GYRO TIME RAWRATE
41823 46333 #GYRO TIME RAWRATE
41824 47141 #GYRO TIME RAWRATE
41825 45624 #GYRO TIME RAWRATE
41826 45897 #GYRO TIME RAWRATE
41827 47257 #GYRO TIME RAWRATE
41828 45501 #GYRO TIME RAWRATE
41829 45212 #GYRO TIME RAWRATE
41830 46807 #GYRO TIME RAWRATE
41831 46304 #GYRO TIME RAWRATE
41832 45692 #GYRO TIME RAWRATE
41833 46061 #GYRO TIME RAWRATE
41834 46641 #GYRO TIME RAWRATE
41835 46792 #GYRO TIME RAWRATE
41836 45916 #GYRO TIME RAWRATE
41837 45861 #GYRO TIME RAWRATE
41838 46355 #GYRO TIME RAWRATE
41839 45122 #GYRO TIME RAWRATE
41840 46714 #GYRO TIME RAWRATE
41841 46149 #GYRO TIME RAWRATE
41842 46411 #GYRO TIME RAWRATE
41843 45955 #GYRO TIME RAWRATE
41844 45903 #GYRO TIME RAWRATE
41845 46105 #GYRO TIME RAWRATE
41846 45987 #GYRO TIME RAWRATE
41847 46477 #GYRO TIME RAWRATE
41848 46947 #GYRO TIME RAWRATE
41849 46075 #GYRO TIME RAWRATE
41850 47241 #GYRO TIME RAWRATE
41851 46483 #GYRO TIME RAWRATE
41852 46725 #GYRO TIME RAWRATE
41853 46501 #GYRO TIME RAWRATE
41854 45654 #GYRO TIME RAWRATE
41855 46746 #GYRO TIME RAWRATE
41856 45129 #GYRO TIME RAWRATE
41857 45884 #GYRO TIME RAWRATE
41858 45316 #GYRO TIME RAWRATE
41859 46579 #GYRO TIME RAWRATE
41860 46317 #GYRO TIME RAWRATE
41861 47066 #GYRO TIME RAWRATE
41862 45707 #GYRO TIME RAWRATE
41863 45812 #GYRO TIME RAWRATE
41864 45831 #GYRO TIME RAWRATE
41865 46332 #GYRO TIME RAWRATE
41866 45260 #GYRO TIME RAWRATE
41867 45791 #GYRO TIME RAWRATE
41868 46502 #GYRO TIME RAWRATE
41869 45721 #GYRO TIME RAWRATE
41870 46370 #GYRO TIME RAWRATE
41871 45506 #GYRO TIME RAWRATE
41872 47357 #GYRO TIME RAWRATE
41873 44755 #GYRO TIME RAWRATE
41874 45179 #GYRO TIME RAWRATE
41875 45892 #GYRO TIME RAWRATE
41876 46610 #GYRO TIME RAWRATE
41877 46270 #GYRO TIME RAWRATE
41878 46595 #GYRO TIME RAWRATE
41879 46238 #GYRO TIME RAWRATE
41880 46380 #GYRO TIME RAWRATE
41881 46213 #GYRO TIME RAWRATE
41882 46181 #GYRO TIME RAWRATE
41883 45241 #GYRO TIME RAWRATE
41884 46341 #GYRO TIME RAWRATE
41885 45769 #GYRO TIME RAWRATE
41886 45782 #GYRO TIME RAWRATE
41887 46541 #GYRO TIME RAWRATE
41888 47012 #GYRO TIME RAWRATE
41889 46689 #GYRO TIME RAWRATE
41890 46440 #GYRO TIME RAWRATE
41891 45501 #GYRO TIME RAWRATE
41892 45253 #GYRO TIME RAWRATE
41893 46582 #GYRO TIME RAWRATE
41894 45719 #GYRO TIME RAWRATE
41895 45689 #GYRO TIME RAWRATE
41896 47159 #GYRO TIME RAWRATE
41897 46956 #GYRO TIME RAWRATE
41898 46318 #GYRO TIME RAWRATE
41899 46407 #GYRO TIME RAWRATE
41900 45225 #GYRO TIME RAWRATE
41901 46360 #GYRO TIME RAWRATE
41902 45728 #GYRO TIME RAWRATE
41903 45671 #GYRO TIME RAWRATE
41904 46874 #GYRO TIME RAWRATE
41905 45524 #GYRO TIME RAWRATE
41906 45990 #GYRO TIME RAWRATE
41907 44405 #GYRO TIME RAWRATE
41908 46588 #GYRO TIME RAWRATE
41909 46768 #GYRO TIME RAWRATE
41910 46487 #GYRO TIME RAWRATE
41911 46602 #GYRO TIME RAWRATE
41912 46649 #GYRO TIME RAWRATE
41913 46074 #GYRO TIME RAWRATE
41914 47064 #GYRO TIME RAWRATE
41915 45749 #GYRO TIME RAWRATE
41916 45393 #GYRO TIME RAWRATE
41917 45831 #GYRO TIME RAWRATE
41918 45992 #GYRO TIME RAWRATE
41919 45930 #GYRO TIME RAWRATE
41920 45983 #GYRO TIME RAWRATE
41921 46414 #GYRO TIME RAWRATE
41922 46576 #GYRO TIME RAWRATE
41923 45940 #GYRO TIME RAWRATE
41924 45446 #GYRO TIME RAWRATE
41925 45949 #GYRO TIME RAWRATE
41926 46875 #GYRO TIME RAWRATE
41927 46218 #GYRO TIME RAWRATE
41928 45888 #GYRO TIME RAWRATE
41929 46061 #GYRO TIME RAWRATE
41930 45376 #GYRO TIME RAWRATE
41931 46124 #GYRO TIME RAWRATE
41932 45790 #GYRO TIME RAWRATE
41933 46170 #GYRO TIME RAWRATE
41934 46025 #GYRO TIME RAWRATE
41935 44883 #GYRO TIME RAWRATE
41936 45619 #GYRO TIME RAWRATE
41937 45598 #GYRO TIME RAWRATE
41938 46221 #GYRO TIME RAWRATE
41939 46900 #GYRO TIME RAWRATE
41940 45706 #GYRO TIME RAWRATE
41941 46660 #GYRO TIME RAWRATE
41942 47250 #GYRO TIME RAWRATE
41943 45744 #GYRO TIME RAWRATE
41944 45765 #GYRO TIME RAWRATE
41945 45743 #GYRO TIME RAWRATE
41946 46549 #GYRO TIME RAWRATE
41947 44976 #GYRO TIME RAWRATE
41948 45918 #GYRO TIME RAWRATE
41949 46955 #GYRO TIME RAWRATE
41950 45671 #GYRO TIME RAWRATE
41951 45980 #GYRO TIME RAWRATE
41952 46162 #GYRO TIME RAWRATE
41953 45600 #GYRO TIME RAWRATE
41954 46516 #GYRO TIME RAWRATE
41955 45894 #GYRO TIME RAWRATE
41956 46388 #GYRO TIME RAWRATE
41957 45436 #GYRO TIME RAWRATE
41958 45953 #GYRO TIME RAWRATE
41959 45540 #GYRO TIME RAWRATE
41960 45448 #GYRO TIME RAWRATE
41961 45839 #GYRO TIME RAWRATE
41962 46476 #GYRO TIME RAWRATE
41963 45846 #GYRO TIME RAWRATE
41964 47364 #GYRO TIME RAWRATE
41965 46720 #GYRO TIME RAWRATE
41966 45931 #GYRO TIME RAWRATE
41967 45869 #GYRO TIME RAWRATE
41968 46205 #GYRO TIME RAWRATE
41969 46577 #GYRO TIME RAWRATE
41970 46925 #GYRO TIME RAWRATE
41971 46031 #GYRO TIME RAWRATE
41972 44871 #GYRO TIME RAWRATE
41973 46404 #GYRO TIME RAWRATE
41974 46742 #GYRO TIME RAWRATE
41975 45972 #GYRO TIME RAWRATE
41976 46680 #GYRO TIME RAWRATE
41977 45959 #GYRO TIME RAWRATE
41978 46249 #GYRO TIME RAWRATE
41979 45116 #GYRO TIME RAWRATE
41980 46666 #GYRO TIME RAWRATE
41981 44659 #GYRO TIME RAWRATE
41982 45537 #GYRO TIME RAWRATE
41983 46599 #GYRO TIME RAWRATE
41984 45934 #GYRO TIME RAWRATE
41985 46569 #GYRO TIME RAWRATE
41986 46144 #GYRO TIME RAWRATE
41987 46103 #GYRO TIME RAWRATE
41988 46866 #GYRO TIME RAWRATE
41989 46218 #GYRO TIME RAWRATE
41990 46209 #GYRO TIME RAWRATE
41991 45086 #GYRO TIME RAWRATE
41992 46321 #GYRO TIME RAWRATE
41993 46017 #GYRO TIME RAWRATE
41994 46405 #GYRO TIME RAWRATE
41995 46086 #GYRO TIME RAWRATE
41996 45177 #GYRO TIME RAWRATE
41997 46039 #GYRO TIME RAWRATE
41998 44173 #GYRO TIME RAWRATE
41999 45702 #GYRO TIME RAWRATE
42000 46477 #GYRO TIME RAWRATE
42001 45508 #GYRO TIME RAWRATE
42002 45298 #GYRO TIME RAWRATE
42003 45836 #GYRO TIME RAWRATE
42004 45602 #GYRO TIME RAWRATE
42005 45194 #GYRO TIME RAWRATE
42006 46177 #GYRO TIME RAWRATE
42007 45450 #GYRO TIME RAWRATE
42008 45600 #GYRO TIME RAWRATE
42009 46203 #GYRO TIME RAWRATE
42010 45894 #GYRO TIME RAWRATE
42011 44552 #GYRO TIME RAWRATE
42012 46104 #GYRO TIME RAWRATE
42013 44539 #GYRO TIME RAWRATE
42014 46183 #GYRO TIME RAWRATE
42015 45166 #GYRO TIME RAWRATE
42016 45792 #GYRO TIME RAWRATE
42017 46742 #GYRO TIME RAWRATE
42018 46114 #GYRO TIME RAWRATE
42019 45929 #GYRO TIME RAWRATE
42020 46336 #GYRO TIME RAWRATE
42021 45800 #GYRO TIME RAWRATE
42022 45995 #GYRO TIME RAWRATE
42023 46103 #GYRO TIME RAWRATE
42024 45662 #GYRO TIME RAWRATE
42025 46059 #GYRO TIME RAWRATE
42026 46315 #GYRO TIME RAWRATE
42027 46225 #GYRO TIME RAWRATE
42028 47080 #GYRO TIME RAWRATE
42029 45678 #GYRO TIME RAWRATE
42030 45236 #GYRO TIME RAWRATE
42031 46500 #GYRO TIME RAWRATE
42032 46273 #GYRO TIME RAWRATE
42033 46117 #GYRO TIME RAWRATE
42034 45659 #GYRO TIME RAWRATE
42035 45327 #GYRO TIME RAWRATE
42036 46708 #GYRO TIME RAWRATE
42037 45167 #GYRO TIME RAWRATE
42038 46518 #GYRO TIME RAWRATE
42039 46661 #GYRO TIME RAWRATE
42040 46092 #GYRO TIME RAWRATE
42041 46376 #GYRO TIME RAWRATE
42042 45302 #GYRO TIME RAWRATE
42043 45494 #GYRO TIME RAWRATE
42044 46937 #GYRO TIME RAWRATE
42045 46280 #GYRO TIME RAWRATE
42046 46235 #GYRO TIME RAWRATE
42047 46180 #GYRO TIME RAWRATE
42048 44834 #GYRO TIME RAWRATE
42049 46616 #GYRO TIME RAWRATE
42050 45631 #GYRO TIME RAWRATE
42051 46762 #GYRO TIME RAWRATE
42052 46287 #GYRO TIME RAWRATE
42053 45623 #GYRO TIME RAWRATE
42054 46169 #GYRO TIME RAWRATE
42055 45679 #GYRO TIME RAWRATE
42056 46435 #GYRO TIME RAWRATE
42057 45852 #GYRO TIME RAWRATE
42058 46148 #GYRO TIME RAWRATE
42059 45633 #GYRO TIME RAWRATE
42060 45932 #GYRO TIME RAWRATE
42061 46812 #GYRO TIME RAWRATE
42062 45504 #GYRO TIME RAWRATE
42063 47071 #GYRO TIME RAWRATE
42064 46373 #GYRO TIME RAWRATE
42065 46801 #GYRO TIME RAWRATE
42066 46157 #GYRO TIME RAWRATE
42067 46434 #GYRO TIME RAWRATE
42068 46383 #GYRO TIME RAWRATE
42069 45734 #GYRO TIME RAWRATE
42070 45445 #GYRO TIME RAWRATE
42071 45500 #GYRO TIME RAWRATE
42072 46305 #GYRO TIME RAWRATE
42073 46366 #GYRO TIME RAWRATE
42074 45652 #GYRO TIME RAWRATE
42075 46858 #GYRO TIME RAWRATE
42076 46024 #GYRO TIME RAWRATE
42077 46400 #GYRO TIME RAWRATE
42078 46665 #GYRO TIME RAWRATE
42079 46900 #GYRO TIME RAWRATE
42080 46552 #GYRO TIME RAWRATE
42081 45890 #GYRO TIME RAWRATE
42082 45637 #GYRO TIME RAWRATE
42083 45620 #GYRO TIME RAWRATE
42084 45795 #GYRO TIME RAWRATE
42085 47040 #GYRO TIME RAWRATE
42086 46172 #GYRO TIME RAWRATE
42087 46407 #GYRO TIME RAWRATE
42088 45630 #GYRO TIME RAWRATE
42089 46916 #GYRO TIME RAWRATE
42090 45645 #GYRO TIME RAWRATE
42091 45856 #GYRO TIME RAWRATE
42092 45417 #GYRO TIME RAWRATE
42093 46434 #GYRO TIME RAWRATE
42094 46674 #GYRO TIME RAWRATE
42095 46753 #GYRO TIME RAWRATE
42096 45563 #GYRO TIME RAWRATE
42097 45693 #GYRO TIME RAWRATE
42098 46116 #GYRO TIME RAWRATE
42099 45578 #GYRO TIME RAWRATE
42100 47020 #GYRO TIME RAWRATE
42101 46110 #GYRO TIME RAWRATE
42102 46548 #GYRO TIME RAWRATE
42103 46791 #GYRO TIME RAWRATE
42104 46657 #GYRO TIME RAWRATE
42105 46846 #GYRO TIME RAWRATE
42106 46903 #GYRO TIME RAWRATE
42107 45665 #GYRO TIME RAWRATE
42108 45882 #GYRO TIME RAWRATE
42109 45395 #GYRO TIME RAWRATE
42110 45932 #GYRO TIME RAWRATE
42111 46612 #GYRO TIME RAWRATE
42112 46210 #GYRO TIME RAWRATE
42113 46688 #GYRO TIME RAWRATE
42114 46280 #GYRO TIME RAWRATE
42115 44860 #GYRO TIME RAWRATE
42116 46266 #GYRO TIME RAWRATE
42117 45876 #GYRO TIME RAWRATE
42118 47399 #GYRO TIME RAWRATE
42119 47099 #GYRO TIME RAWRATE
42120 45466 #GYRO TIME RAWRATE
42121 45807 #GYRO TIME RAWRATE
42122 46313 #GYRO TIME RAWRATE
42123 45320 #GYRO TIME RAWRATE
42124 45078 #GYRO TIME RAWRATE
42125 45614 #GYRO TIME RAWRATE
42126 46526 #GYRO TIME RAWRATE
42127 45051 #GYRO TIME RAWRATE
42128 46118 #GYRO TIME RAWRATE
42129 46500 #GYRO TIME RAWRATE
42130 45989 #GYRO TIME RAWRATE
42131 46345 #GYRO TIME RAWRATE
42132 46095 #GYRO TIME RAWRATE
42133 46775 #GYRO TIME RAWRATE
42134 46694 #GYRO TIME RAWRATE
42135 46847 #GYRO TIME RAWRATE
42136 45865 #GYRO TIME RAWRATE
42137 45143 #GYRO TIME RAWRATE
42138 46374 #GYRO TIME RAWRATE
42139 46816 #GYRO TIME RAWRATE
42140 46450 #GYRO TIME RAWRATE
42141 45843 #GYRO TIME RAWRATE
42142 45889 #GYRO TIME RAWRATE
42143 45449 #GYRO TIME RAWRATE
42144 46360 #GYRO TIME RAWRATE
42145 46735 #GYRO TIME RAWRATE
42146 45820 #GYRO TIME RAWRATE
42147 46376 #GYRO TIME RAWRATE
42148 46588 #GYRO TIME RAWRATE
42149 46829 #GYRO TIME RAWRATE
42150 45762 #GYRO TIME RAWRATE
42151 46913 #GYRO TIME RAWRATE
42152 46258 #GYRO TIME RAWRATE
42153 46285 #GYRO TIME RAWRATE
42154 45874 #GYRO TIME RAWRATE
42155 46891 #GYRO TIME RAWRATE
42156 45170 #GYRO TIME RAWRATE
42157 46333 #GYRO TIME RAWRATE
42158 46980 #GYRO TIME RAWRATE
42159 47338 #GYRO TIME RAWRATE
42160 45448 #GYRO TIME RAWRATE
42161 46579 #GYRO TIME RAWRATE
42162 45652 #GYRO TIME RAWRATE
42163 46110 #GYRO TIME RAWRATE
42164 46068 #GYRO TIME RAWRATE
42165 45889 #GYRO TIME RAWRATE
42166 45877 #GYRO TIME RAWRATE
42167 46538 #GYRO TIME RAWRATE
42168 45849 #GYRO TIME RAWRATE
42169 45890 #GYRO TIME RAWRATE
42170 45375 #GYRO TIME RAWRATE
42171 45625 #GYRO TIME RAWRATE
42172 46485 #GYRO TIME RAWRATE
42173 46312 #GYRO TIME RAWRATE
42174 46625 #GYRO TIME RAWRATE
42175 46713 #GYRO TIME RAWRATE
42176 46717 #GYRO TIME RAWRATE
42177 45684 #GYRO TIME RAWRATE
42178 46195 #GYRO TIME RAWRATE
42179 45924 #GYRO TIME RAWRATE
42180 46008 #GYRO TIME RAWRATE
42181 46058 #GYRO TIME RAWRATE
42182 46260 #GYRO TIME RAWRATE
42183 46545 #GYRO TIME RAWRATE
42184 45226 #GYRO TIME RAWRATE
42185 44294 #GYRO TIME RAWRATE
42186 46892 #GYRO TIME RAWRATE
42187 45529 #GYRO TIME RAWRATE
42188 45766 #GYRO TIME RAWRATE
42189 46047 #GYRO TIME RAWRATE
42190 47234 #GYRO TIME RAWRATE
42191 46211 #GYRO TIME RAWRATE
42192 46358 #GYRO TIME RAWRATE
42193 45453 #GYRO TIME RAWRATE
42194 45757 #GYRO TIME RAWRATE
42195 45185 #GYRO TIME RAWRATE
42196 45797 #GYRO TIME RAWRATE
42197 46833 #GYRO TIME RAWRATE
42198 46486 #GYRO TIME RAWRATE
42199 45660 #GYRO TIME RAWRATE
42200 46323 #GYRO TIME RAWRATE
42201 46202 #GYRO TIME RAWRATE
42202 46107 #GYRO TIME RAWRATE
42203 46177 #GYRO TIME RAWRATE
42204 44957 #GYRO TIME RAWRATE
42205 46903 #GYRO TIME RAWRATE
42206 46294 #GYRO TIME RAWRATE
42207 46145 #GYRO TIME RAWRATE
42208 45816 #GYRO TIME RAWRATE
42209 46405 #GYRO TIME RAWRATE
42210 45382 #GYRO TIME RAWRATE
42211 46248 #GYRO TIME RAWRATE
42212 45413 #GYRO TIME RAWRATE
42213 45898 #GYRO TIME RAWRATE
42214 46607 #GYRO TIME RAWRATE
42215 45380 #GYRO TIME RAWRATE
42216 46485 #GYRO TIME RAWRATE
42217 46169 #GYRO TIME RAWRATE
42218 45557 #GYRO TIME RAWRATE
42219 45786 #GYRO TIME RAWRATE
42220 46541 #GYRO TIME RAWRATE
42221 46012 #GYRO TIME RAWRATE
42222 46231 #GYRO TIME RAWRATE
42223 45533 #GYRO TIME RAWRATE
42224 45669 #GYRO TIME RAWRATE
42225 46524 #GYRO TIME RAWRATE
42226 46239 #GYRO TIME RAWRATE
42227 45113 #GYRO TIME RAWRATE
42228 46946 #GYRO TIME RAWRATE
42229 45704 #GYRO TIME RAWRATE
42230 45900 #GYRO TIME RAWRATE
42231 45386 #GYRO TIME RAWRATE
42232 46575 #GYRO TIME RAWRATE
42233 45768 #GYRO TIME RAWRATE
42234 46109 #GYRO TIME RAWRATE
42235 46476 #GYRO TIME RAWRATE
42236 45965 #GYRO TIME RAWRATE
42237 46112 #GYRO TIME RAWRATE
42238 46629 #GYRO TIME RAWRATE
42239 45759 #GYRO TIME RAWRATE
42240 45912 #GYRO TIME RAWRATE
42241 46479 #GYRO TIME RAWRATE
42242 47225 #GYRO TIME RAWRATE
42243 47076 #GYRO TIME RAWRATE
42244 46482 #GYRO TIME RAWRATE
42245 46338 #GYRO TIME RAWRATE
42246 45958 #GYRO TIME RAWRATE
42247 46416 #GYRO TIME RAWRATE
42248 44959 #GYRO TIME RAWRATE
42249 44968 #GYRO TIME RAWRATE
42250 45583 #GYRO TIME RAWRATE
42251 45540 #GYRO TIME RAWRATE
42252 46181 #GYRO TIME RAWRATE
42253 46254 #GYRO TIME RAWRATE
42254 46895 #GYRO TIME RAWRATE
42255 46632 #GYRO TIME RAWRATE
42256 46532 #GYRO TIME RAWRATE
42257 46281 #GYRO TIME RAWRATE
42258 45781 #GYRO TIME RAWRATE
42259 45517 #GYRO TIME RAWRATE
42260 46589 #GYRO TIME RAWRATE
42261 46278 #GYRO TIME RAWRATE
42262 45942 #GYRO TIME RAWRATE
42263 45875 #GYRO TIME RAWRATE
42264 45184 #GYRO TIME RAWRATE
42265 47061 #GYRO TIME RAWRATE
42266 45551 #GYRO TIME RAWRATE
42267 44773 #GYRO TIME RAWRATE
42268 46663 #GYRO TIME RAWRATE
42269 46415 #GYRO TIME RAWRATE
42270 46009 #GYRO TIME RAWRATE
42271 46541 #GYRO TIME RAWRATE
42272 46208 #GYRO TIME RAWRATE
42273 45417 #GYRO TIME RAWRATE
42274 44836 #GYRO TIME RAWRATE
42275 45846 #GYRO TIME RAWRATE
42276 45872 #GYRO TIME RAWRATE
42277 46149 #GYRO TIME RAWRATE
42278 46616 #GYRO TIME RAWRATE
42279 45702 #GYRO TIME RAWRATE
42280 45936 #GYRO TIME RAWRATE
42281 46261 #GYRO TIME RAWRATE
42282 45711 #GYRO TIME RAWRATE
42283 45248 #GYRO TIME RAWRATE
42284 46667 #GYRO TIME RAWRATE
42285 46529 #GYRO TIME RAWRATE
42286 45871 #GYRO TIME RAWRATE
42287 47175 #GYRO TIME RAWRATE
42288 46567 #GYRO TIME RAWRATE
42289 47292 #GYRO TIME RAWRATE
42290 46032 #GYRO TIME RAWRATE
42291 44838 #GYRO TIME RAWRATE
42292 47002 #GYRO TIME RAWRATE
42293 46130 #GYRO TIME RAWRATE
42294 46048 #GYRO TIME RAWRATE
42295 46409 #GYRO TIME RAWRATE
42296 45995 #GYRO TIME RAWRATE
42297 46308 #GYRO TIME RAWRATE
42298 47172 #GYRO TIME RAWRATE
42299 45839 #GYRO TIME RAWRATE
42300 46032 #GYRO TIME RAWRATE
42301 46738 #GYRO TIME RAWRATE
42302 45361 #GYRO TIME RAWRATE
42303 45810 #GYRO TIME RAWRATE
42304 46359 #GYRO TIME RAWRATE
42305 46156 #GYRO TIME RAWRATE
42306 45526 #GYRO TIME RAWRATE
42307 45316 #GYRO TIME RAWRATE
42308 45605 #GYRO TIME RAWRATE
42309 45618 #GYRO TIME RAWRATE
42310 46104 #GYRO TIME RAWRATE
42311 45298 #GYRO TIME RAWRATE
42312 46353 #GYRO TIME RAWRATE
42313 45553 #GYRO TIME RAWRATE
42314 46200 #GYRO TIME RAWRATE
42315 46840 #GYRO TIME RAWRATE
42316 46116 #GYRO TIME RAWRATE
42317 47179 #GYRO TIME RAWRATE
42318 45875 #GYRO TIME RAWRATE
42319 46293 #GYRO TIME RAWRATE
42320 46862 #GYRO TIME RAWRATE
42321 46726 #GYRO TIME RAWRATE
42322 46533 #GYRO TIME RAWRATE
42323 47186 #GYRO TIME RAWRATE
42324 45552 #GYRO TIME RAWRATE
42325 46721 #GYRO TIME RAWRATE
42326 47294 #GYRO TIME RAWRATE
42327 46894 #GYRO TIME RAWRATE
42328 45782 #GYRO TIME RAWRATE
42329 45453 #GYRO TIME RAWRATE
42330 45998 #GYRO TIME RAWRATE
42331 45676 #GYRO TIME RAWRATE
42332 45621 #GYRO TIME RAWRATE
42333 46741 #GYRO TIME RAWRATE
42334 47280 #GYRO TIME RAWRATE
42335 45791 #GYRO TIME RAWRATE
42336 45707 #GYRO TIME RAWRATE
42337 46549 #GYRO TIME RAWRATE
42338 46295 #GYRO TIME RAWRATE
42339 46344 #GYRO TIME RAWRATE
42340 46962 #GYRO TIME RAWRATE
42341 47640 #GYRO TIME RAWRATE
42342 46642 #GYRO TIME RAWRATE
42343 46977 #GYRO TIME RAWRATE
42344 47051 #GYRO TIME RAWRATE
42345 46369 #GYRO TIME RAWRATE
42346 44467 #GYRO TIME RAWRATE
42347 45522 #GYRO TIME RAWRATE
42348 45638 #GYRO TIME RAWRATE
42349 46014 #GYRO TIME RAWRATE
42350 45776 #GYRO TIME RAWRATE
42351 46634 #GYRO TIME RAWRATE
42352 47515 #GYRO TIME RAWRATE
42353 46171 #GYRO TIME RAWRATE
42354 45890 #GYRO TIME RAWRATE
42355 45709 #GYRO TIME RAWRATE
42356 46334 #GYRO TIME RAWRATE
42357 45977 #GYRO TIME RAWRATE
42358 45488 #GYRO TIME RAWRATE
42359 46487 #GYRO TIME RAWRATE
42360 46498 #GYRO TIME RAWRATE
42361 46525 #GYRO TIME RAWRATE
42362 46526 #GYRO TIME RAWRATE
42363 45352 #GYRO TIME RAWRATE
42364 45725 #GYRO TIME RAWRATE
42365 45840 #GYRO TIME RAWRATE
42366 46376 #GYRO TIME RAWRATE
42367 46231 #GYRO TIME RAWRATE
42368 46800 #GYRO TIME RAWRATE
42369 44971 #GYRO TIME RAWRATE
42370 45719 #GYRO TIME RAWRATE
42371 44883 #GYRO TIME RAWRATE
42372 46132 #GYRO TIME RAWRATE
42373 45818 #GYRO TIME RAWRATE
42374 45419 #GYRO TIME RAWRATE
42375 45513 #GYRO TIME RAWRATE
42376 46274 #GYRO TIME RAWRATE
42377 45976 #GYRO TIME RAWRATE
42378 46093 #GYRO TIME RAWRATE
42379 45877 #GYRO TIME RAWRATE
42380 46009 #GYRO TIME RAWRATE
42381 45189 #GYRO TIME RAWRATE
42382 46032 #GYRO TIME RAWRATE
42383 44694 #GYRO TIME RAWRATE
42384 45598 #GYRO TIME RAWRATE
42385 46329 #GYRO TIME RAWRATE
42386 46329 #GYRO TIME RAWRATE
42387 45486 #GYRO TIME RAWRATE
42388 45654 #GYRO TIME RAWRATE
42389 47588 #GYRO TIME RAWRATE
42390 45754 #GYRO TIME RAWRATE
42391 47157 #GYRO TIME RAWRATE
42392 47071 #GYRO TIME RAWRATE
42393 46086 #GYRO TIME RAWRATE
42394 45919 #GYRO TIME RAWRATE
42395 45713 #GYRO TIME RAWRATE
42396 45351 #GYRO TIME RAWRATE
42397 46064 #GYRO TIME RAWRATE
42398 45789 #GYRO TIME RAWRATE
42399 46816 #GYRO TIME RAWRATE
42400 45688 #GYRO TIME RAWRATE
42401 45159 #GYRO TIME RAWRATE
42402 45541 #GYRO TIME RAWRATE
42403 46790 #GYRO TIME RAWRATE
42404 45828 #GYRO TIME RAWRATE
42405 45882 #GYRO TIME RAWRATE
42406 46761 #GYRO TIME RAWRATE
42407 45292 #GYRO TIME RAWRATE
42408 46167 #GYRO TIME RAWRATE
42409 46387 #GYRO TIME RAWRATE
42410 45441 #GYRO TIME RAWRATE
42411 46463 #GYRO TIME RAWRATE
